title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,area_sqft,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet,available_year,available_month,available_day,price_per_sqm,amenities_count,total_rooms,price_per_bedroom,price_per_bathroom,area_per_bedroom,area_per_bathroom,amenities_per_room
Fully Finished| Furnished Chalet with Private Roof,25000000,4,True,4,205,Chalet,2026-06-22,"Swan Lake North Coast, Qesm Ad Dabaah, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2207,North Coast,Swan Lake North Coast,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,121951.21951219512,9,8,6250000.0,6250000.0,51.25,51.25,1.125
Own Apartment 2BR In Prime Location With Zero Over,7115000,2,False,2,102,Apartment,2026-06-22,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Study, View of Water, Security, Shared Spa",1098,Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Study, View of Water, Security, Shared Spa","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Study', 'View Of Water', 'Security', 'Shared Spa']",1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2026,6,22,69754.90196078431,9,4,3557500.0,3557500.0,51.0,51.0,2.25
Chalet 1BR In Fouka Bay Fully Finished Sea View,10000000,1,True,1,50,Chalet,2026-06-22,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",538,North Coast,Hacienda Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,2026,6,22,200000.0,9,2,10000000.0,10000000.0,50.0,50.0,4.5
Apt Finished In Sodic Installment Up To 10 Years,15000000,3,True,3,165,Apartment,2026-06-22,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, View of Water, Security, Shared Spa",1776,Giza,Belle Vie,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, View of Water, Security, Shared Spa","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'View Of Water', 'Security', 'Shared Spa']",1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,2026,6,22,90909.09090909091,9,6,5000000.0,5000000.0,55.0,55.0,1.5
Zero Over Fully Furinshed Apartment Prime Location,8000000,2,False,2,102,Apartment,2026-06-22,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study",1098,Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,2026,6,22,78431.37254901961,9,4,4000000.0,4000000.0,51.0,51.0,2.25
Ready To Move Prime Location Park View Finished,6000000,1,True,2,70,Apartment,2026-06-22,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, Shared Pool",753,Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Study', 'Shared Pool']",1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,2026,6,22,85714.28571428571,9,3,6000000.0,3000000.0,70.0,35.0,3.0
Townhouse fully finished in new Zayed lowest price,20000000,3,True,3,205,Villa,2026-06-22,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2207,Giza,Belle Vie,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,97560.9756097561,9,6,6666666.666666667,6666666.666666667,68.33333333333333,68.33333333333333,1.5
lowest price townhouse fully finished in new Zayed,20000000,3,True,3,205,Villa,2026-06-22,"The Estates, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study",2207,Giza,The Estates,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,97560.9756097561,9,6,6666666.666666667,6666666.666666667,68.33333333333333,68.33333333333333,1.5
Own Standalone Villa for Sale in O West – October,42000000,7,False,7,587,Villa,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Garden, Private Pool, Shared Pool, Study, View of Water",6318,Giza,O West,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,2026,6,22,71550.25553662692,9,14,6000000.0,6000000.0,83.85714285714286,83.85714285714286,0.6428571428571429
Ready To Move Chalet Furnished View Lagoon,14000000,3,True,3,313,Chalet,2026-06-22,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Built in Wardrobes, Kitchen Appliances, Covered Parking, Central A/C, Maids Room, Private Pool, Private Garden, Shared Pool, Study",3369,North Coast,Fouka Bay,Unfurnished,"Built in Wardrobes, Kitchen Appliances, Covered Parking, Central A/C, Maids Room, Private Pool, Private Garden, Shared Pool, Study","['Built In Wardrobes', 'Kitchen Appliances', 'Covered Parking', 'Central A/C', 'Maids Room', 'Private Pool', 'Private Garden', 'Shared Pool', 'Study']",0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,44728.434504792334,9,6,4666666.666666667,4666666.666666667,104.33333333333333,104.33333333333333,1.5
Prime location Chalet 2BR for sale in silver sands,11700000,2,True,2,115,Chalet,2026-06-22,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1238,North Coast,Silver Sands,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,101739.13043478261,9,4,5850000.0,5850000.0,57.5,57.5,2.25
Townhouse For Sale Full Sea View-Prime Location,41000000,3,True,3,277,Villa,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study",2982,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2026,6,22,148014.440433213,9,6,13666666.666666666,13666666.666666666,92.33333333333333,92.33333333333333,1.5
Chalet for Sale – North Coast sea view | finished,9000000,2,True,2,127,Chalet,2026-06-22,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",1367,North Coast,Ramla,Unfurnished,"Balcony, Built in Wardrobes, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Built In Wardrobes', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,2026,6,22,70866.14173228346,9,4,4500000.0,4500000.0,63.5,63.5,2.25
Apartment 3BR for sale in ZED West DOUBLE VIEW,11700000,3,True,3,161,Apartment,2026-06-22,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1733,Giza,Park Side Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,72670.80745341614,9,6,3900000.0,3900000.0,53.666666666666664,53.666666666666664,1.5
Own chalet 2BR finished with Ora silver sands,14000000,2,True,2,190,Chalet,2026-06-22,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,North Coast,Silver Sands,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,73684.21052631579,9,4,7000000.0,7000000.0,95.0,95.0,2.25
Luxury 3BR Chalet sea view for Sale in June Sodic,13000000,3,False,3,151,Chalet,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Private Garden, Private Pool, Shared Spa, Shared Gym, Walk-in Closet, View of Landmark, Lobby in Building",1625,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Private Garden, Private Pool, Shared Spa, Shared Gym, Walk-in Closet, View of Landmark, Lobby in Building","['Balcony', 'Built In Wardrobes', 'Private Garden', 'Private Pool', 'Shared Spa', 'Shared Gym', 'Walk-In Closet', 'View Of Landmark', 'Lobby In Building']",1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,2026,6,22,86092.71523178808,9,6,4333333.333333333,4333333.333333333,50.333333333333336,50.333333333333336,1.5
LOWEST PRICE FOR 2BED IN ZED EAST|READY TO DELIVER,6000000,2,True,2,126,Apartment,2026-06-22,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1356,Cairo,Zed East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,47619.04761904762,9,4,3000000.0,3000000.0,63.0,63.0,2.25
Ground chalet for sale in the med _ Ras El hekma,21700000,3,True,3,182,Chalet,2026-06-22,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Study, View of Water, Maids Room, Kitchen Appliances, Covered Parking, Central A/C, Private Garden",1959,North Coast,Ramla,Unfurnished,"Balcony, Built in Wardrobes, Study, View of Water, Maids Room, Kitchen Appliances, Covered Parking, Central A/C, Private Garden","['Balcony', 'Built In Wardrobes', 'Study', 'View Of Water', 'Maids Room', 'Kitchen Appliances', 'Covered Parking', 'Central A/C', 'Private Garden']",1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,2026,6,22,119230.76923076923,9,6,7233333.333333333,7233333.333333333,60.666666666666664,60.666666666666664,1.5
"Sea view fully finished chalet 2BR for sale , june",13000000,2,True,2,120,Chalet,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1292,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,108333.33333333333,9,4,6500000.0,6500000.0,60.0,60.0,2.25
Resale penthouse chalet in Silver Town NORTH COAST,10000000,4,True,3,175,Chalet,2026-06-22,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",1884,North Coast,Ramla,Unfurnished,"Balcony, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2026,6,22,57142.857142857145,9,7,2500000.0,3333333.3333333335,43.75,58.333333333333336,1.2857142857142858
Sea View Chalet for Sale in Silver Sands Finished,8500000,2,True,2,75,Chalet,2026-06-22,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Private Pool, Private Garden",807,North Coast,Silver Sands,Unfurnished,"Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Private Pool, Private Garden","['Built In Wardrobes', 'Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Shared Pool', 'Private Pool', 'Private Garden']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,113333.33333333333,9,4,4250000.0,4250000.0,37.5,37.5,2.25
HOT OFFER DELIVERY NOW PRIME APARTMENT FOR SALE,23000000,3,True,3,216,Apartment,2026-06-22,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",2325,Cairo,El Patio Oro,Unknown,"Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,2026,6,22,106481.48148148147,10,6,7666666.666666667,7666666.666666667,72.0,72.0,1.6666666666666667
DELIVERY NOW APARTMENT FOR SALE IN PRIME LOCATION,21000000,3,True,3,164,Apartment,2026-06-22,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",1765,Cairo,El Patio Oro,Unknown,"Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,2026,6,22,128048.78048780488,10,6,7000000.0,7000000.0,54.666666666666664,54.666666666666664,1.6666666666666667
DELIVERY NOW APARTMENT FOR SALE OVER 4 Y,15000000,3,True,3,164,Apartment,2026-06-22,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1765,Cairo,El Patio Oro,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,91463.41463414633,9,6,5000000.0,5000000.0,54.666666666666664,54.666666666666664,1.5
LUXURY APARTMENT FOR SALE DELIVERY NOW -PATIO ORO,25000000,3,True,3,210,Apartment,2026-06-22,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",2260,Cairo,El Patio Oro,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,119047.61904761905,10,6,8333333.333333333,8333333.333333333,70.0,70.0,1.6666666666666667
FINISHED VILLA FOR SALE IN RAMLA SEA VIEW WITH 5%,96000000,4,True,3,245,Villa,2026-06-22,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",2637,North Coast,Ramla,Unfurnished,"Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,391836.7346938776,9,7,24000000.0,32000000.0,61.25,81.66666666666667,1.2857142857142858
WITH 5% DP FINISHED CHALET FOR SALE IN RAMLA,33000000,3,True,3,169,Chalet,2026-06-22,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1819,North Coast,Ramla,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,195266.2721893491,9,6,11000000.0,11000000.0,56.333333333333336,56.333333333333336,1.5
